ClientNum,Throughput,Latency_ms,ValueSize,WriteRatio
140, 5702.934177, 35.000000, 16, 0.95
140, 5635.638070, 34.000000, 16, 0.95
140, 5236.761719, 38.000000, 16, 0.95
160, 5602.310572, 39.000000, 16, 0.95
160, 5592.946779, 42.000000, 16, 0.95
160, 5680.524910, 40.000000, 16, 0.95
160, 5369.973294, 44.000000, 16, 0.95
160, 5434.967536, 40.000000, 16, 0.95
180, 5557.229470, 41.000000, 16, 0.95
180, 5541.267385, 45.000000, 16, 0.95
180, 5557.131428, 46.000000, 16, 0.95
180, 5542.514143, 46.000000, 16, 0.95
180, 5552.778580, 46.000000, 16, 0.95
200, 5702.228850, 48.000000, 16, 0.95
200, 4289.111487, 52.000000, 16, 0.95
200, 5440.801848, 51.000000, 16, 0.95
200, 5650.606054, 47.000000, 16, 0.95
200, 5456.140377, 47.000000, 16, 0.95
220, 5643.459816, 59.000000, 16, 0.95
220, 5304.253320, 58.000000, 16, 0.95
220, 5265.230373, 57.000000, 16, 0.95
220, 5357.614342, 55.000000, 16, 0.95
220, 5298.672574, 53.000000, 16, 0.95
240, 5607.819606, 56.000000, 16, 0.95
240, 5480.012001, 58.000000, 16, 0.95
240, 5361.868546, 57.000000, 16, 0.95
240, 5473.702840, 58.000000, 16, 0.95
240, 5119.275618, 61.000000, 16, 0.95
260, 5181.027693, 70.000000, 16, 0.95
260, 5506.545623, 65.000000, 16, 0.95
260, 5187.999596, 66.000000, 16, 0.95
260, 4923.821216, 69.000000, 16, 0.95
260, 5076.526296, 66.000000, 16, 0.95
280, 5504.022648, 70.000000, 16, 0.95
280, 5073.413313, 76.000000, 16, 0.95
280, 5355.574374, 71.000000, 16, 0.95
300, 5344.780156, 72.000000, 16, 0.95
300, 5099.181118, 82.000000, 16, 0.95
300, 5229.222801, 76.000000, 16, 0.95
300, 5341.778086, 74.000000, 16, 0.95
300, 5206.152761, 74.000000, 16, 0.95
20, 3487.082826, 6.000000, 128, 0.05
20, 3805.024599, 6.000000, 128, 0.05
20, 5039.842249, 5.000000, 128, 0.05
20, 3410.505684, 6.000000, 128, 0.05
20, 4865.459520, 5.000000, 128, 0.05
40, 5967.634439, 10.000000, 128, 0.05
40, 4653.163387, 11.000000, 128, 0.05
40, 5691.002998, 10.000000, 128, 0.05
40, 5875.885247, 10.000000, 128, 0.05
40, 5917.638675, 10.000000, 128, 0.05
60, 6008.274889, 15.000000, 128, 0.05
60, 5766.645242, 15.000000, 128, 0.05
60, 5870.396487, 16.000000, 128, 0.05
60, 4786.901762, 16.000000, 128, 0.05
60, 5868.249119, 16.000000, 128, 0.05
80, 6209.138814, 19.000000, 128, 0.05
80, 5936.471446, 20.000000, 128, 0.05
80, 6064.833922, 19.000000, 128, 0.05
80, 5761.713111, 21.000000, 128, 0.05
80, 3279.394138, 22.000000, 128, 0.05
100, 6279.186132, 23.000000, 128, 0.05
100, 5993.459144, 24.000000, 128, 0.05
100, 6117.736805, 24.000000, 128, 0.05
100, 6051.252273, 24.000000, 128, 0.05
100, 5993.965796, 23.000000, 128, 0.05
120, 5684.553043, 30.000000, 128, 0.05
120, 5851.842138, 29.000000, 128, 0.05
120, 6010.042249, 29.000000, 128, 0.05
120, 5630.460981, 32.000000, 128, 0.05
120, 6076.386063, 30.000000, 128, 0.05
140, 5548.547807, 38.000000, 128, 0.05
140, 5811.687572, 34.000000, 128, 0.05
140, 5382.620902, 35.000000, 128, 0.05
140, 5609.377206, 36.000000, 128, 0.05
140, 5574.583464, 34.000000, 128, 0.05
160, 5832.217923, 38.000000, 128, 0.05
160, 4719.077990, 38.000000, 128, 0.05
160, 5612.847512, 44.000000, 128, 0.05
160, 5953.561973, 37.000000, 128, 0.05
160, 5602.356107, 40.000000, 128, 0.05
180, 6005.460227, 40.000000, 128, 0.05
180, 5959.462788, 40.000000, 128, 0.05
180, 4447.432773, 41.000000, 128, 0.05
180, 5788.942762, 44.000000, 128, 0.05
180, 5801.360755, 42.000000, 128, 0.05
200, 5649.533952, 47.000000, 128, 0.05
200, 5534.934199, 52.000000, 128, 0.05
200, 5666.307194, 47.000000, 128, 0.05
200, 5560.558662, 46.000000, 128, 0.05
200, 5620.828122, 47.000000, 128, 0.05
220, 5894.419202, 49.000000, 128, 0.05
220, 5596.727728, 53.000000, 128, 0.05
220, 5849.088169, 49.000000, 128, 0.05
220, 5645.975967, 51.000000, 128, 0.05
220, 5704.083999, 50.000000, 128, 0.05
240, 5286.443451, 59.000000, 128, 0.05
240, 5882.464057, 54.000000, 128, 0.05
240, 5418.311032, 57.000000, 128, 0.05
240, 5630.693668, 59.000000, 128, 0.05
240, 5316.865453, 53.000000, 128, 0.05
260, 5369.097038, 68.000000, 128, 0.05
260, 5591.763570, 59.000000, 128, 0.05
260, 5623.762800, 61.000000, 128, 0.05
260, 5355.972750, 64.000000, 128, 0.05
260, 5762.606440, 63.000000, 128, 0.05
280, 5432.798678, 71.000000, 128, 0.05
280, 5471.562413, 68.000000, 128, 0.05
280, 5692.727858, 65.000000, 128, 0.05
280, 5256.542845, 67.000000, 128, 0.05
280, 5347.013149, 71.000000, 128, 0.05
300, 5377.648903, 67.000000, 128, 0.05
300, 5501.146173, 75.000000, 128, 0.05
300, 5535.437264, 66.000000, 128, 0.05
300, 5677.256593, 66.000000, 128, 0.05
300, 5415.496539, 68.000000, 128, 0.05
20, 3890.196044, 6.000000, 128, 0.5
20, 4021.206992, 6.000000, 128, 0.5
20, 4988.398708, 5.000000, 128, 0.5
20, 4864.004776, 6.000000, 128, 0.5
20, 4973.477652, 5.000000, 128, 0.5
40, 5458.635124, 11.000000, 128, 0.5
40, 4148.748158, 12.000000, 128, 0.5
40, 5714.710706, 10.000000, 128, 0.5
40, 5393.308468, 12.000000, 128, 0.5
40, 5425.934602, 11.000000, 128, 0.5
60, 5609.930105, 17.000000, 128, 0.5
60, 5471.620167, 17.000000, 128, 0.5
