128,25,7,0,30655
128,25,7,0,30618
128,25,7,0,31041
128,25,7,0,31629
128,25,7,0,31154
128,50,7,0,32110
128,50,7,0,31536
128,50,7,0,30243
128,50,7,0,31049
128,50,7,0,32115
128,75,7,0,30848
128,75,7,0,30972
128,75,7,0,31453
128,75,7,0,30152
128,75,7,0,31907
128,100,7,0,32095
128,100,7,0,34064
128,100,7,0,33746
128,100,7,0,34011
128,100,7,0,32539
128,125,7,0,33473
128,125,7,0,34220
128,125,7,0,30974
128,125,7,0,31009
128,125,7,0,30640
128,150,7,0,30572
128,150,7,0,30964
128,150,7,0,30015
128,150,7,0,30121
128,150,7,0,30778
128,175,7,0,31936
128,175,7,0,32598
128,175,7,0,32756
128,175,7,0,32360
128,175,7,0,31504
128,200,7,0,33142
128,200,7,0,32821
128,200,7,0,33192
128,200,7,0,33398
128,200,7,0,32765
128,225,7,0,32804
128,225,7,0,32660
128,225,7,0,31976
128,225,7,0,34478
128,225,7,0,33320
128,250,7,0,34315
128,250,7,0,34269
128,250,7,0,34014
128,250,7,0,34122
128,250,7,0,33558
128,275,7,0,34494
128,275,7,0,32279
128,275,7,0,30648
128,275,7,0,33627
128,275,7,0,32423
128,300,7,0,31160
128,300,7,0,34316
128,300,7,0,32428
128,300,7,0,32579
128,300,7,0,34002
128,325,7,0,34029
128,325,7,0,32230
128,325,7,0,33237
128,325,7,0,33702
128,325,7,0,34120
128,350,7,0,33957
128,350,7,0,33952
128,350,7,0,34587
128,350,7,0,32071
128,350,7,0,35339
128,375,7,0,33589
128,375,7,0,35630
128,375,7,0,33626
128,375,7,0,34882
128,375,7,0,34001
128,400,7,0,33761
128,400,7,0,34592
128,400,7,0,34184
128,400,7,0,34649
128,400,7,0,31510
128,425,7,0,34153
128,425,7,0,35108
128,425,7,0,34405
128,425,7,0,35161
128,425,7,0,32868
128,450,7,0,35271
128,450,7,0,31837
128,450,7,0,33109
128,450,7,0,35117
128,450,7,0,34724
128,475,7,0,33463
128,475,7,0,34508
128,475,7,0,36188
128,475,7,0,34829
128,475,7,0,33733
128,500,7,0,34766
128,500,7,0,34922
128,500,7,0,33976
128,500,7,0,33841
128,500,7,0,33563
128,25,7,1,33420
128,25,7,1,32318
128,25,7,1,32658
128,25,7,1,33345
128,25,7,1,33077
128,50,7,1,32331
128,50,7,1,33288
128,50,7,1,32160
128,50,7,1,31318
128,50,7,1,33455
128,75,7,1,32884
128,75,7,1,32083
128,75,7,1,33202
128,75,7,1,32724
128,75,7,1,32609
128,100,7,1,31097
128,100,7,1,31028
128,100,7,1,30538
128,100,7,1,33198
128,100,7,1,31103
128,125,7,1,31483
128,125,7,1,32699
128,125,7,1,33234
128,125,7,1,32586
128,125,7,1,33150
128,150,7,1,32660
128,150,7,1,31826
128,150,7,1,32065
128,150,7,1,32507
128,150,7,1,31538
128,175,7,1,33643
128,175,7,1,33223
128,175,7,1,32849
128,175,7,1,32252
128,175,7,1,31883
128,200,7,1,32265
128,200,7,1,32236
128,200,7,1,32460
128,200,7,1,32685
128,200,7,1,31835
128,225,7,1,32569
128,225,7,1,31225
128,225,7,1,32192
128,225,7,1,34151
128,225,7,1,32591
128,250,7,1,33455
128,250,7,1,33205
128,250,7,1,34162
128,250,7,1,31247
128,250,7,1,29887
128,275,7,1,31444
128,275,7,1,30046
128,275,7,1,31365
128,275,7,1,30544
128,275,7,1,30973
128,300,7,1,30501
128,300,7,1,30489
128,300,7,1,32437
128,300,7,1,32722
128,300,7,1,32067
128,325,7,1,34302
128,325,7,1,33484
128,325,7,1,32082
128,325,7,1,33659
128,325,7,1,33644
128,350,7,1,33380
128,350,7,1,32635
128,350,7,1,30533
128,350,7,1,34284
128,350,7,1,31860
128,375,7,1,33581
128,375,7,1,32046
128,375,7,1,33334
128,375,7,1,31319
128,375,7,1,30952
128,400,7,1,32026
128,400,7,1,32921
128,400,7,1,33939
128,400,7,1,32405
128,400,7,1,31349
